"department","source_file","action_id","category_group_code","category_group","type","confidence","records","evidence","recommended_action","source_1","source_2","apply_now","requires_human_review"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","PANDO-COR-004","GEO","Dirección, localidad o geocódigo","Fila oficial contaminada y geocódigo incorrecto","Alta","FAC-LEGACY-ELP-0032 Hogar Intergeneracional de Pando","La fila contiene 2292 1114 —teléfono de Pando— y 4336 2096, que corresponde al hogar Puga Soria de Los Cerrillos. Además, el geocódigo no cae en Pando.","Retirar 4336 2096 de la ficha de Pando, conservar el teléfono oficial 2292 1114 y geocodificar Luis Alberto de Herrera s/n por fuente pública.","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","PANDO-COR-005","GEO","Dirección, localidad o geocódigo","Geocódigo incompatible con localidad","Alta","FAC-LEGACY-ELP-0058 MALLET","La dirección dice Ruta 8 y Ruta 74, Barros Blancos, pero las coordenadas heredadas están fuera de la zona y ya fueron detectadas en una colisión con Residencial Estrella.","No utilizar el punto heredado. Geocodificar Ruta 8/Ruta 74 por dirección y revisar si MALLET continúa activo.","Consulta de solo lectura a public.elepem","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","PANDO-COR-006","SRC","Fuente o identificación insuficiente","Punto genérico sin identidad suficiente","Alta","FAC-CANDIDATE-15 hogar de ancianos — Pando","El punto procede de OpenStreetMap, carece de nombre comercial y domicilio y no puede diferenciarse de los residenciales conocidos de Pando.","No mostrarlo como establecimiento identificado. Mantenerlo como pista OSM privada hasta resolver nombre y dirección o descartarlo.","https://www.openstreetmap.org/way/1276230694","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","PANDO-COR-007","GEO","Dirección, localidad o geocódigo","Duplicado o sedes por resolver y geocódigo erróneo","Media-alta","FAC-LEGACY-ELP-0005 Alonso Hogar de Ancianos Dra. Rocío Steciano Alonso; FAC-LEGACY-ELP-0031 Hogar de Ancianos Dra. Rocío Steciano","Los nombres son muy similares y se cargan dos direcciones en Sauce; una de las coordenadas queda fuera de Sauce.","Comparar fuentes, responsables y direcciones. No fusionar automáticamente; regeocodificar ambas filas por domicilio.","Consulta de solo lectura a public.elepem","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","PANDO-COR-008","ID","Identidad, duplicado, sede o continuidad","Posible continuidad histórica no demostrada","Media","FAC-CANDIDATE-57 Mi Nueva Familia; registro histórico Yoli","Mi Nueva Familia está en Correch 1025 y Yoli figuraba en Camino Correch 1142. La coincidencia de calle no demuestra alias, mudanza ni continuidad.","Mantener identidades separadas hasta encontrar teléfono, responsable o cronología común; no fusionar por proximidad.","https://1122.com.uy/local/mi-nueva-familia/LOC526200002 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-001","GEO","Dirección, localidad o geocódigo","Dirección anómala y colisión de geocódigo","Alta","FAC-CANDIDATE-79 Viata Demna; FAC-CANDIDATE-49 Golden Age","Viata figura como Wilson Ferreira Aldunate 011 y su punto queda a unos 33 metros de Golden Age, cuya dirección es Wilson Ferreira 804.","No deduplicar por proximidad. Resolver la dirección vigente de Viata y regeocodificarla; conservar Golden Age en revisión separada.","Consulta de solo lectura a public.elepem | https://1122.com.uy/local/residencial-viata-demna/LOC821260001","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-002","GEO","Dirección, localidad o geocódigo","Posible mudanza o cambio de localidad","Media-alta","FAC-CANDIDATE-79 Viata Demna","El perfil comercial histórico la ubica en Las Piedras, mientras publicaciones laborales posteriores usan el mismo nombre/teléfono para un residencial en Shangrilá.","Reconstruir operador, dirección y fechas; no mantener la sede de Las Piedras como oferta activa hasta resolver.","https://uy.acciontrabajo.com/empleos-de-salud-en-uruguay-indefinido-jornada-completa","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-003","ID","Identidad, duplicado, sede o continuidad","Posible alias, traslado o duplicado","Alta","FAC-CANDIDATE-91 Residencial Progreso; FAC-LEGACY-ELP-0015 El Es Mi Paz","Comparten el teléfono 2369 8608 y los puntos están separados aproximadamente 92 metros.","Reconstruir cronología y fuentes. No mantener dos sedes activas ni fusionar hasta confirmar si son alias, traslado o establecimientos distintos.","https://1122.com.uy/local/residencial-progreso/LOC848600001 | consulta de solo lectura a public.elepem","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-004","GEO","Dirección, localidad o geocódigo","Duplicado confirmado con geocódigo erróneo","Alta","FAC-LEGACY-MSP24-169 En Familia; FAC-OFFICIAL-ELP-0023 En Familia","Mismo nombre y dirección Gral. Artigas 281. Una fila oficial actual está correctamente identificada; la otra tiene coordenadas incompatibles con La Paz.","Conservar la fila con habilitación MSP/MIDES actual, trasladar teléfonos y fuentes y archivar la secundaria como fusionada.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-005","GEO","Dirección, localidad o geocódigo","Duplicado confirmado con geocódigos divergentes","Alta","FAC-LEGACY-ELP-0066 PRIMAVERA; FAC-LEGACY-MSP24-168 Residencial Primavera / Primavera I","Mismo establecimiento en Av. Artigas 365; la fila de habilitación final y la fila histórica tienen coordenadas muy diferentes.","Conservar la fila oficial habilitada, incorporar fuentes históricas y regeocodificar la sede por dirección.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-006","ID","Identidad, duplicado, sede o continuidad","Posible cambio de nombre por dirección exacta","Media-alta","FAC-LEGACY-ELP-0062 NOA; Residencial La Familia","Arandú registra NOA en Batlle y Ordóñez 688; una ficha comercial actual ubica Residencial La Familia exactamente en esa dirección.","Resolver si NOA es nombre anterior, operador o error de carga. No crear un segundo punto en el mismo domicilio.","https://1122.com.uy/local/residencial-la-familia/LOC819680001","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-007","ADM","Estatus administrativo no corroborado","Afirmación administrativa comercial no corroborada","Alta","FAC-CANDIDATE-50 Residencial Jireh","Páginas comerciales afirman 'Habilitado por MSP', pero el listado oficial vigente de Canelones no incluye a Jireh.","Mantener msp_habilitado=false / administrative_status=not_confirmed hasta contar con una fuente oficial.","https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","LP-COR-008","SRC","Fuente o identificación insuficiente","Falta dirección puntual","Alta","FAC-CANDIDATE-78 Residencial Guga","La ficha comercial confirma nombre, teléfonos y calle Magallanes, pero no publica número, esquina ni manzana/solar.","Mantener en public.elepem_sin_ubicacion y no generar coordenadas aproximadas.","https://1122.com.uy/local/residencial-guga/LOC764970001","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","CAN-COR-001","ID","Identidad, duplicado, sede o continuidad","Sedes vinculadas, no duplicadas","Alta","FAC-CANDIDATE-47 El Bienestar; FAC-CANDIDATE-46 Reina de las Flores","Las fichas públicas se identifican mutuamente como sucursales y comparten 096 236 140 y 099 676 875, pero usan Treinta y Tres 692 y Camino Las Violetas.","Conservar dos sedes físicas y vincularlas mediante un identificador de operador o grupo. No fusionar por teléfonos compartidos.","https://1122.com.uy/local/el-bienestar-hogar-canelones/LOC860490001 | https://1122.com.uy/local/residencial-reina-de-las-flores/LOC860490003","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","CAN-COR-002","ENR","Enriquecer ficha existente","Enriquecer ficha geolocalizada","Alta","FAC-CANDIDATE-47 El Bienestar","La ficha pública aporta teléfonos, atención 24 horas, fisioterapia, psicología, enfermería, médico y verificación con el responsable el 29/06/2026.","Agregar datos y fuente tras revisión, sin cambiar la situación administrativa ni crear otro punto.","https://1122.com.uy/local/el-bienestar-hogar-canelones/LOC860490001","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","CAN-COR-003","GEO","Dirección, localidad o geocódigo","Dirección incompleta","Alta","FAC-CANDIDATE-46 Reina de las Flores","La fuente verifica nombre, teléfonos y actividad, pero solo publica Camino Las Violetas.","Mantener en public.elepem_sin_ubicacion; no generar coordenadas aproximadas ni usar la sede de El Bienestar.","https://1122.com.uy/local/residencial-reina-de-las-flores/LOC860490003","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","CAN-COR-004","GEO","Dirección, localidad o geocódigo","Punto geolocalizado con dirección insuficiente","Media-alta","FAC-CANDIDATE-48 Residencial El Ombú","La fila utiliza Camino Las Violetas y un plus code, pero la auditoría no recuperó un domicilio completo ni una segunda fuente independiente verificable.","Conservar el punto solo como candidato auditado y no promoverlo hasta validar el inmueble y la actividad actual.","https://www.instagram.com/residencialelombu/ | https://uy.maptons.com/p/14918801456","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","CAN-COR-005","SRC","Fuente o identificación insuficiente","Punto OSM genérico sin identidad","Alta","FAC-CANDIDATE-16 hogar de ancianos — Ciudad de Canelones","El punto procede de OpenStreetMap, no tiene nombre comercial ni dirección y no puede diferenciarse de las sedes conocidas.","No mostrarlo como establecimiento identificado. Mantenerlo como pista privada hasta resolver nombre y domicilio o descartarlo.","https://www.openstreetmap.org/way/110440392","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","CAN-COR-006","GEO","Dirección, localidad o geocódigo","Localidad o geocódigo incompatibles","Alta","FAC-LEGACY-ELP-0024 Astenkeph; FAC-LEGACY-ELP-0068 PROCURA/Bella Estadía; FAC-LEGACY-ELP-0078 Jardines de Neptunia; FAC-LEGACY-ELP-0084 Olimpo","Las direcciones o coordenadas apuntan a áreas costeras, Neptunia o Sauce, aunque la localidad se carga como Canelones.","Revisar cada fila por dirección y fuente, corregir localidad/geocódigo de forma individual y conservar los valores anteriores para auditoría.","Consulta de solo lectura a public.elepem","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","SL-COR-001","SRC","Fuente o identificación insuficiente","Fuente no trazable","Alta","FAC-CANDIDATE-89 La Quica","La fila conserva como fuente únicamente https://www.facebook.com/, sin perfil, publicación o identificador exacto; las búsquedas por nombre y teléfono no recuperaron una coincidencia.","Mantener el caso en la cola privada y sustituir la fuente solo cuando exista un enlace público exacto. No geocodificar ni publicar.","Línea de base de Canelones y búsquedas abiertas del 14/08/2026","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","SL-COR-002","GEO","Dirección, localidad o geocódigo","Geocódigo incompatible con localidad","Alta","FAC-LEGACY-ELP-0007 Biltmore","La dirección oficial y las guías públicas sitúan Biltmore en José Batlle y Ordóñez 74, Santa Lucía. El punto heredado de Arandú queda aproximadamente 34 km del punto territorial coherente de Santa Lucía usado por Hogar Máximo Cenoz Hita.","No utilizar las coordenadas heredadas. Regeocodificar por la dirección oficial y conservar el valor anterior para auditoría.","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social | https://www.waze.com/live-map/directions/uruguay/canelones-department/santa-lucia/residencial-biltmore?to=place.ChIJw5ma_5CloZUR_Qe4zlMs6Ng","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","SL-COR-003","ENR","Enriquecer ficha existente","Enriquecer ficha oficial existente","Alta","FAC-LEGACY-ELP-0007 Biltmore","Fuentes públicas específicas aportan el teléfono móvil 097 304 574, correo, sitio y descripción de centro de larga estadía, además del teléfono fijo oficial 4334 9954.","Preparar el enriquecimiento después de corregir el geocódigo; no modificar la situación administrativa más allá de lo respaldado oficialmente.","https://laguiadigital.uy/residencial-biltmore/ | https://laguiauruguay.com.uy/empresas/residencial-biltmore-en-santa-lucia/","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","FINAL-COR-001","ID","Identidad, duplicado, sede o continuidad","Posibles sedes múltiples por resolver","Media","Residencial Sol y Aire — Ruta 8 vieja km 57,5 / Zenón Burgueño s/n","La línea de base detectó el mismo nombre asociado a dos direcciones y localidades diferentes.","Tratar como posibles sedes distintas hasta resolver operador, teléfonos y cronología.","Auditoría inicial de duplicados y geocódigos de Canelones","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","FINAL-COR-002","GEO","Dirección, localidad o geocódigo","Colisión de coordenadas entre identidades distintas","Alta","Centro Vital / Procura Residencial ex Bella Estadía","La línea de base detectó coordenadas idénticas con nombres y direcciones diferentes.","Regeocodificar ambas fichas por domicilio y no fusionar por el punto heredado.","Auditoría inicial de duplicados y geocódigos de Canelones","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","FINAL-COR-003","GEO","Dirección, localidad o geocódigo","Colisión de coordenadas entre identidades distintas","Alta","MALLET / Residencial Estrella","La línea de base detectó coordenadas idénticas pese a direcciones y localidades incompatibles.","Regeocodificar ambas fichas y no fusionarlas por las coordenadas heredadas.","Auditoría inicial de duplicados y geocódigos de Canelones","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","ADD-COR-001","ID","Identidad, duplicado, sede o continuidad","Dirección e identidad cruzadas","Alta","FAC-LEGACY-ELP-0053 La Soñada; FAC-LEGACY-ELP-0055 Los Lagos","Arandú contiene La Soñada y Los Lagos en Pinos M3 S13. El sitio propio de Los Lagos publica Río de Janeiro M112 S8, Lagomar; La Soñada mantiene la identidad pública vinculada a Pinos M3 S13.","Conservar La Soñada en Pinos M3 S13 y revisar Los Lagos en Río de Janeiro M112 S8. Regeocodificar ambos por separado y preservar la cronología.","https://loslagos.uy/contacto","https://xn--soada-pta.com/","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","ADD-COR-002","ID","Identidad, duplicado, sede o continuidad","Sedes de un mismo grupo, no duplicados","Alta","Aqua; Altos de La Paz; Los Lagos; La Soñada; Pinares; Arenas","Dignus publica seis hogares con nombres y localidades diferentes. Varias sedes comparten el teléfono institucional 097 003 915.","Crear o mantener identidades físicas separadas y vincularlas mediante un grupo u operador. No deduplicar por teléfono compartido.","https://dignus.uy/","https://residenciales.com.uy/","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","ADD-COR-003","ID","Identidad, duplicado, sede o continuidad","Homónimos departamentales","Alta","Residencial San Antonio, San José de Carrasco; Hogar de Ancianos San Antonio, Canelones Rural","Los nombres son similares, pero las localidades, direcciones y perfiles públicos son diferentes.","Mantener dos identidades independientes y exigir coincidencia territorial en cualquier proceso automático de deduplicación.","https://1122.com.uy/local/residencial-san-antonio/LOC259140001","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","L2-COR-001","ENR","Enriquecer ficha existente","Enriquecer y corregir localidad","Alta","FAC-LEGACY-ELP-0026-8F51A84180D3CF80 | GRACIAS A DIOS | Atlántida | Calle 12 entre A y B M155 S18","La ficha pública actual ubica Gracias a Dios en Calle 12 esquina B, Las Toscas, teléfonos 4372 7341, 099 027 729 y 099 694 858, abierto 24 horas.","No crear un punto nuevo. Revisar localidad y geocódigo, conservar la dirección histórica y preparar el enriquecimiento de teléfonos y fuente.","https://1122.com.uy/local/gracias-a-dios/LOC534490001","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","L2-COR-002","GEO","Dirección, localidad o geocódigo","Geocódigo severamente incompatible","Alta","FAC-LEGACY-ELP-0090-F7F06503E5098D4A | SOLYMAR | Solymar Sur | Rocha entre Gral. Gestido y Achiras","InfoResidenciales presenta Residencial Solymar en Gestido y Rocha, M24 S1, con actividad histórica desde 1991. Las coordenadas actuales de Arandú no corresponden a Ciudad de la Costa.","No crear otra ficha. Normalizar el nombre como Residencial Solymar, conservar alias y fuentes históricas y regeocodificar M24 S1.","https://inforesidenciales.com.uy/residencial-solymar/","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","L2-COR-004","ENR","Enriquecer ficha existente","Coincidencia existente; enriquecer señal actual","Alta","FAC-LEGACY-ELP-0070-386F31ED04B70FF0 | Residencia Puentecasa | Atlántida | Calle 22 entre Calle 5 y Av. Artigas","Directorios actuales continúan listando Puentecasa en Calle 22 y Av. Artigas. Es una identidad ya existente, no un candidato nuevo.","Conservar la ficha existente, añadir la señal actual y revisar teléfonos completos antes de cualquier cambio.","https://inforesidenciales.com.uy/canelones/","https://1122.com.uy/rubro-zona/atlantida/residenciales/PRD1000233/Z03621","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","L3-COR-001","ID","Identidad, duplicado, sede o continuidad","Sedes cercanas sobre la misma calle; no deduplicar por ubicación aproximada","Alta","Senior Living / FAC-LEGACY-ELP-0070 Residencia Puentecasa","Ambas identidades se ubican sobre Calle 22 en Atlántida, pero tienen nombres, contactos y tramos diferentes.","Geocodificar Senior Living con precisión y mantener ambas identidades separadas salvo evidencia posterior de relación.","https://seniorliving.uy/contacto/","Consulta de solo lectura a public.elepem","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","L3-COR-002","ID","Identidad, duplicado, sede o continuidad","Grupo con tres centros y duplicado interno existente","Alta","Senescentis I / Senescentis II / Senescentis III; dos filas actuales de Senescentis II; FAC-LEGACY-ELP-0087 / FAC-LEGACY-ELP-0092 Senescentis II","El sitio institucional describe tres centros físicos. Arandú contiene dos filas de Senescentis II en M257 S2 con coordenadas divergentes. Las dos filas de Senescentis II comparten nombre y dirección M257 S2, con coordenadas divergentes.","Modelar tres sedes; conservar la fila de II con Certificado Social, trasladar fuentes de la duplicada y no fusionar III con I/II.","https://senescentis.com.uy/","https://www.redresidenciales.com.uy/residenciales/canelones/","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","L3-COR-003","ADM","Estatus administrativo no corroborado","Localidad administrativa y geocódigo por resolver","Media-alta","Residencial Nazaret — Carlos Gardel 175","La publicación identifica El Pinar y Ciudad de la Costa, pero también muestra Municipio de Nicolich en la jerarquía territorial.","No asignar localidad ni coordenadas por inferencia. Validar el domicilio con otra fuente cartográfica o institucional.","https://amarillasdelacosta.com.uy/directory/classified/residencial-nazaret/","","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","INT-COR-001","ID","Identidad, duplicado, sede o continuidad","Dos sedes declaradas y teléfonos cruzados","Alta","Hogar Esperanza I — René González 2110/esq. San Miguel; Residencial Esperanza — Av. Artigas 1267","Guía 1122 declara las dos fichas como sucursales recíprocas. La Guía Uruguay mezcla el teléfono 2294 2614 de Artigas dentro de la ficha de Esperanza I.","Modelar un operador común y dos sedes potenciales, pero no crear la sede Artigas hasta obtener una segunda fuente independiente y separar los teléfonos.","https://1122.com.uy/local/residencial-esperanza/LOC463750001","https://1122.com.uy/local/residencial-esperanza/LOC463750002","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","INT-COR-002","GEO","Dirección, localidad o geocódigo","Proximidad vial y localidad en conflicto","Media-alta","Taita Guasu Ruta 36 km 30.500; LA ESPERANZA Ruta 36 km 31","Taita Guasu tiene identidad, sitio y teléfonos propios, pero se ubica por kilometraje muy cerca de una ficha histórica distinta. Sus fuentes alternan Progreso y Los Cerrillos.","No fusionar ni crear coordenadas antes de comparar los inmuebles y resolver la localidad administrativa.","https://www.taitaguasu.uy/","Consulta de solo lectura a public.elepem","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","INT-COR-003","ID","Identidad, duplicado, sede o continuidad","Homónimos Esperanza en corredores distintos","Alta","Granja Residencial La Esperanza Ruta 12 km 94; LA ESPERANZA Ruta 36 km 31; Residencial Esperanza Sauce","Los nombres son similares, pero rutas, localidades y teléfonos son diferentes. No existe evidencia para fusionarlos.","Mantener identidades separadas y exigir coincidencia territorial, telefónica y cronológica en cualquier deduplicación futura.","https://uy.todosnegocios.com/granja-residencial-%22la-esperanza%22-091-802-727","Consulta de solo lectura a public.elepem","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","INT-COR-004","GEO","Dirección, localidad o geocódigo","Homónimo La Familia en otra localidad","Alta","Hogar La Familia Sauce; Residencial La Familia/NOA en otra localidad de Canelones","Hogar La Familia de Sauce publica Ponce de León 2285 y 2294 1714. Las fichas previas asociadas a La Familia usan otro domicilio y otra localidad.","Mantener identidades separadas y no fusionar por nombre genérico.","https://1122.com.uy/local/hogar-la-familia/LOC463690001","Auditoría consolidada de Canelones","False","True"
"Canelones","arandu_canelones_correcciones_consolidadas_67.json","INT-COR-005","ADM","Estatus administrativo no corroborado","Afirmación administrativa no corroborada","Alta","Residencial Taita Guasu","El sitio propio y un directorio mencionan habilitación MIDES, pero el nombre no fue localizado en los listados oficiales actuales consultados durante esta pasada.","Mantener administrative_status=not_confirmed y conservar la afirmación únicamente como texto de fuente.","https://www.taitaguasu.uy/","https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-001","SIN_CLASIFICAR","Pendiente de clasificación humana","Conflicto de dirección / posible traslado","Alta para el conflicto; media para la dirección vigente","FAC-CANDIDATE-126 — Residencial Alma, Amor y Vida","Arandú usa Javier de Viana 2350; directorios públicos recientes usan Acevedo Díaz 1038 y 091 366 745.","No mover ni duplicar la ficha. Reconstruir cronología, operador y contactos antes de elegir domicilio vigente.","https://uy.todosnegocios.com/residencial-%22alma-amor-y-vida-091-366-745","https://uruguay.worldplaces.me/es/view-place/75226896-residencial-alma-amor-y-vida.html","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-002","SIN_CLASIFICAR","Pendiente de clasificación humana","Duplicado exacto de sede","Alta","FAC-CANDIDATE-130 Centro del Adulto Mayor Buceo / FAC-LEGACY-ELP-0349-D8A68E972D7FB300","Mismo domicilio y coordenadas; las fuentes describen la misma sede Buceo.","Conservar una fila, trasladar fuentes y contactos y vincularla al operador común.","https://www.centrodeladultomayor.com.uy/","https://inforesidenciales.com.uy/","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-003","SIN_CLASIFICAR","Pendiente de clasificación humana","Enriquecimiento de ficha existente","Alta","FAC-LEGACY-ELP-0348-772189599AFAD509 — Centro del Adulto Mayor Ombú","La sede actual publica Bv. España 2583 y los teléfonos 092 852 777 y 2709 5210.","Agregar contactos, sitio y grupo de operador; no crear otra fila.","https://uy.todosnegocios.com/centro-del-adulto-mayor-cam-%7C_2H-092-852-777","https://www.centrodeladultomayor.com.uy/","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-004","SIN_CLASIFICAR","Pendiente de clasificación humana","Rebranding en una sede oficial","Alta","FAC-CANDIDATE-167 MOAI Centenario / FAC-LEGACY-MSP24-065-74002DF2A7730A5B Toscana / FAC-OFFICIAL-ELP-0438-2B9B22D8638E7D03 Toscana Hogar","Las tres identidades usan Centenario 3076 y el mismo punto.","Mantener una sede física, preservar la identidad oficial Toscana y registrar MOAI Centenario como nombre actual o alias con vigencia.","https://grupolife.com.uy/moai-centenario/","https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-005","SIN_CLASIFICAR","Pendiente de clasificación humana","Rebranding o cambio de operador en una sede oficial","Alta","FAC-CANDIDATE-183 La Forêt La Blanqueada / FAC-LEGACY-MSP24-091-E17E6DFD5631F47F Old Trafford","Ambas identidades usan Jaime Cibils 2824 y el mismo punto.","Mantener una sede física y conservar nombres, operador y vigencias; no crear dos puntos ni transferir el estado oficial sin trazabilidad.","https://www.residenciallaforet.com.uy/","https://inforesidenciales.com.uy/old-trafford/","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-006","SIN_CLASIFICAR","Pendiente de clasificación humana","Posibles sucursales o traslado","Media-alta","FAC-CANDIDATE-164 Casa Blanca — Cnel. Mora 485 / FAC-CANDIDATE-172 Casa Blanca II / Casablanca — Pablo de María 1172","La misma marca aparece asociada a dos domicilios públicos diferentes.","Vincular por operador, pero conservar dos sitios potenciales hasta demostrar simultaneidad, traslado o cierre.","https://1122.com.uy/local/residencia-casablanca/LOC548200001","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-007","SIN_CLASIFICAR","Pendiente de clasificación humana","Segunda fuente pendiente","Alta","FAC-CANDIDATE-156 — Magna Pocitos","Solo se conserva ADERAMA como fuente exacta para Marco Bruto 1226.","Mantener privada hasta localizar un mapa, sitio, red institucional o segundo directorio exacto.","https://aderama.org.uy/socios-2026/","","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-008","SIN_CLASIFICAR","Pendiente de clasificación humana","Fuente contaminada y domicilio faltante","Alta","FAC-CANDIDATE-180 — Residencial AC","La ficha comercial no publica domicilio y utiliza una imagen rotulada Altos del Centro; Altos del Centro es otra identidad oficial en Yí 1363.","No geocodificar, no copiar la afirmación comercial de habilitación y resolver identidad, domicilio y operador.","https://www.redresidenciales.uy/residencial_hotel/residencial-ac/","","False","True"
"Montevideo","arandu_montevideo_pocitos_buceo_lote_1_correcciones.json","MVD-PB-009","SIN_CLASIFICAR","Pendiente de clasificación humana","Fuente irrelevante en una ficha candidata","Alta","FAC-CANDIDATE-145 — Residencial María Paula","La segunda URL almacenada remite a una página de transporte titulada Residencial María Gracia y no respalda María Paula.","Retirar esa fuente del conjunto probatorio y buscar una segunda fuente independiente para María Paula.","https://1122.com.uy/local/maria-paula/LOC521810001","","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-001","SIN_CLASIFICAR","Pendiente de clasificación humana","Duplicado exacto de sede","Alta","FAC-CANDIDATE-129 / FAC-LEGACY-ELP-0345 — Centro del Adulto Mayor Carrasco","Mismo domicilio y coordenadas en Almirante Harwood 6346/6350.","Conservar una fila, trasladar fuentes y vincular el operador CLAMERICA.","https://www.centrodeladultomayor.com.uy/","https://aderama.org.uy/socios-2026/","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-002","SIN_CLASIFICAR","Pendiente de clasificación humana","Identidad o rebranding en el mismo domicilio","Alta para el conflicto","Residencial Los Jacintos / Viamare Residencial — Rivera 6269","Dos nombres y juegos de teléfonos distintos se publican para el mismo inmueble.","Mantener un solo punto y reconstruir cronología, operador y nombre vigente.","https://inforesidenciales.com.uy/los-jacintos/","https://1122.com.uy/app.php/local/viamare-residencial/LOC451800001","False","True"
"Montevideo","arandu_montevideo_malvin_carrasco_lote_2_correcciones.json","MVD-MPC-003","SIN_CLASIFICAR","Pendiente de clasificación humana","Continuidad o rebranding en el mismo domicilio","Alta","Residencial Punta Palmas / Remanso Residencial — Caramurú 5830","Mismo domicilio y teléfono 2605 0299; Remanso figura cerrado y Punta Palmas vigente.","Conservar una sede física y registrar Remanso como antecedente con fecha.","https://1122.com.uy/local/residencial-punta-palmas/LOC815740001","https://uy.todosnegocios.com/remanso-residencial","False","True"
