candidate_key,department,locality,zone,name,alternative_names,address,address_precision,latitude,longitude,phone,website,classification_code,classification,evidence_tier,confidence,operational_status,administrative_status,review_status,source_1,source_2,source_3,source_4,relationship_or_risk,integration_blocker,recommended_action,source_file,record_origin,public_eligible,ready_for_direct_integration,apply_now,contact_attempted
colonia:rosario:hogar-luisi,Colonia,Rosario,Rosario,Hogar Luisi,,"Bolívar 143, entre Artigas y José M. Garat, Rosario",Histórica probable | Media-alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,"Sin coincidencia exacta documentada en Arandú | La coincidencia de residentes y posición es fuerte, pero todavía inferencial.","La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:residencial-inhoa,Colonia,Colonia del Sacramento,Colonia del Sacramento,Residencial Inhoa,Abuela Elisa / Residencial Inhoa / Las Quintitas 1443,"El General, Colonia del Sacramento (ubicación barrial del mapa CIEn; dirección exacta pendiente)",Identidad/ubicación en conflicto | Baja,,,,,I1,"Identidad, alias o ubicación por resolver",B_conflicting_public,Baja,unknown_identity_conflict,not_confirmed,identity_review,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.govserv.org/UY/Colonia/242605,https://uruguay.worldplaces.me/es/review/95889382-residencial-mis-soles.html,https://www.yumblin.com/uy/clasificados/galeria/uruguay/colonia/colonia-del-sacramento/casas,Sin coincidencia exacta; identidad o continuidad requiere revisión | La venta del inmueble es solo una señal de posible cambio de uso; no prueba cierre.,"La identidad, el alias, el traslado o la ubicación no están resueltos.","No crear, fusionar ni publicar. Reconstruir identidad, alias, traslado o continuidad mediante cronología y fuentes públicas nominales.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:hogar-de-ines,Colonia,Colonia del Sacramento,Colonia del Sacramento,Hogar de Inés,,"Blandengues 995, entre Frugoni y Sarandí, Colonia del Sacramento",Histórica probable | Media-alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/blandengues-colonia-del-sacramento/,,La búsqueda nominal de solo lectura en el repositorio actual no devolvió coincidencias. | La correspondencia combina residentes y ubicación; sigue siendo inferencial.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:hogar-emilia,Colonia,Colonia del Sacramento,Colonia del Sacramento,Hogar Emilia,,,No resuelta | Baja,,,,,H4,Histórico sin dirección resuelta,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,,,,La búsqueda nominal de solo lectura en el repositorio actual no devolvió coincidencias. | El volumen de 37 residentes no coincide con las filas anónimas de 2020 con cantidad conocida.,No hay dirección suficientemente resuelta ni señal actual.,"Mantener sin coordenadas. Buscar dirección, teléfono público, publicación local o mapa que permita individualizar el establecimiento.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:milagrosa-2,Colonia,Colonia del Sacramento,Colonia del Sacramento,Milagrosa 2,,,No resuelta | Baja,,,,,H4,Histórico sin dirección resuelta,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,,,,"La búsqueda nominal de solo lectura en el repositorio actual no devolvió coincidencias. | El nombre sugiere relación con La Milagrosa, pero la evidencia disponible no la demuestra.",No hay dirección suficientemente resuelta ni señal actual.,"Mantener sin coordenadas. Buscar dirección, teléfono público, publicación local o mapa que permita individualizar el establecimiento.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:lo-de-sabri,Colonia,Colonia del Sacramento,Colonia del Sacramento,Lo de Sabri,,"Coronel Arroyo 723, entre José Pedro Varela y Soriano, Colonia del Sacramento",Histórica probable | Alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://uy.todosnegocios.com/bomberos-de-colonia-del-sacramento-4522-2577,,"La búsqueda nominal de solo lectura en el repositorio actual no devolvió coincidencias. | La coincidencia de residentes y ubicación es fuerte, pero falta una fuente nominal.","La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:residencial-claudia,Colonia,Colonia del Sacramento,Colonia del Sacramento,Residencial Claudia,,"Barrio El General, Colonia del Sacramento (ubicación barrial del mapa CIEn)",Ubicación barrial histórica | Media para barrio; baja para dirección,,,,,H3,Histórico con ubicación parcial,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,,,,La búsqueda nominal de solo lectura en el repositorio actual no devolvió coincidencias. | Conservar solo precisión barrial; no inventar una dirección puntual.,Solo existe ubicación barrial o sectorial; falta dirección exacta y continuidad.,Mantener solo la precisión barrial o sectorial. Buscar dirección exacta y una fuente pública nominal antes de crear un punto.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:sacramento:mimo-al-alma,Colonia,Colonia del Sacramento,Colonia del Sacramento,Mimo al Alma,,"Tula Suárez de Cutinella 2030, entre Zapicán y José Roger Balet, Colonia del Sacramento",Histórica probable | Alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/tula-suarez-de-cutinella-colonia-del-sacramento/,https://www.airbnb.com.ec/rooms/1264678653182144663,La búsqueda nominal de solo lectura en el repositorio actual no devolvió coincidencias. | La segunda fuente actual se conserva únicamente como falso positivo documentado.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:nueva-helvecia:hogar-andrea,Colonia,Nueva Helvecia,Nueva Helvecia,Hogar Andrea,,"Esteban Lazague s/n, entre Juan C. Curbelo y Guillermo Greising, Nueva Helvecia",Histórica probable | Media-alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,La búsqueda exacta de solo lectura en enzoth7/arandu no devolvió coincidencias. | La correspondencia combina proximidad territorial y una diferencia de dos residentes; no es una identificación definitiva.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:nueva-helvecia:v-rivera,Colonia,Nueva Helvecia,Nueva Helvecia,V. Rivera,V. Rivera / Verónica Ravera / Guillermo Tell 1174,"Guillermo Tell 1174, entre 18 de Julio y Berna, Nueva Helvecia",Histórica probable | Alta,,,,,I1,"Identidad, alias o ubicación por resolver",A_historical,Baja,unknown,not_confirmed,identity_spelling_review,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,Sin coincidencia exacta; identidad o continuidad requiere revisión | El nombre de la responsable se utiliza solo para desambiguación interna y no como dato público.,"La identidad, el alias, el traslado o la ubicación no están resueltos.","No crear, fusionar ni publicar. Reconstruir identidad, alias, traslado o continuidad mediante cronología y fuentes públicas nominales.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:nueva-helvecia:san-gerardo,Colonia,Nueva Helvecia,Nueva Helvecia,San Gerardo,,"Guillermo Greising 1180, entre Berna y 18 de Julio, Nueva Helvecia",Histórica probable | Alta,,,,,H1,Histórico con dirección probable/documentada,B_conflicting_current_signal,Media-baja,unknown_possible_property_transition,not_confirmed,priority_use_review,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.waze.com/live-map/directions/uy/departamento-de-colonia/nueva-helvecia/guillermo-greising-1180?to=place.ChIJs7MgRwHBo5URSdo37lj90Lk,https://listado.mercadolibre.com.uy/casa-en-venta-en-barrio-nacional-de-nueva-helvecia-269,"La búsqueda exacta de solo lectura en enzoth7/arandu no devolvió coincidencias. | La señal inmobiliaria debe conservarse como indicio, no como decisión operativa.","La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:nueva-helvecia:opa-y-oma,Colonia,Nueva Helvecia,Nueva Helvecia,Opa y Oma,,"Luis Alberto de Herrera s/n, esquina Guillermo Tell, Nueva Helvecia",Histórica tentativa | Media,,,,,H2,Histórico con dirección tentativa,A_historical_tentative,Baja,unknown,not_confirmed,pending_address_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,La búsqueda exacta de solo lectura en enzoth7/arandu no devolvió coincidencias. | La dirección queda expresamente marcada como tentativa.,La dirección es tentativa y tampoco se confirmó funcionamiento actual.,Mantener la dirección como hipótesis. Buscar una fuente pública nominal que vincule nombre y domicilio antes de geocodificar.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:nueva-helvecia:byana,Colonia,Nueva Helvecia,Nueva Helvecia,Byana,,"Zorrilla de San Martín 1087, próximo a Luis Dreyer, Nueva Helvecia",Histórica probable | Alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,La búsqueda exacta de solo lectura en enzoth7/arandu no devolvió coincidencias. | La coincidencia de residentes y posición es la más fuerte del lote.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:nueva-helvecia:dulce-hogar,Colonia,Nueva Helvecia,Nueva Helvecia,Dulce Hogar,,"Frau Vogel 1158, entre 25 de Agosto y Treinta y Tres, Nueva Helvecia",Histórica tentativa | Media,,,,,H2,Histórico con dirección tentativa,A_historical_tentative,Baja,unknown,not_confirmed,pending_address_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,La búsqueda exacta de solo lectura en enzoth7/arandu no devolvió coincidencias. | No confundir con Hogar Dulce Hogar de Montevideo ni con comercios homónimos.,La dirección es tentativa y tampoco se confirmó funcionamiento actual.,Mantener la dirección como hipótesis. Buscar una fuente pública nominal que vincule nombre y domicilio antes de geocodificar.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:tarariras:zully-benitez,Colonia,Tarariras,Tarariras,Zully Benítez,,,No resuelta | Baja,,,,,H4,Histórico sin dirección resuelta,A_historical,Baja,unknown,not_confirmed,pending_address,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,,,,La búsqueda exacta de solo lectura en las tablas actuales de Arandú no devolvió coincidencias para este nombre. | El nombre personal genera falsos positivos; la dirección debe resolverse antes de cualquier geocodificación.,No hay dirección suficientemente resuelta ni señal actual.,"Mantener sin coordenadas. Buscar dirección, teléfono público, publicación local o mapa que permita individualizar el establecimiento.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:tarariras:dona-julia,Colonia,Tarariras,Tarariras,Doña Julia,,"18 de Julio 1870, entre José Pedro Varela y Bacigalupe, Tarariras",Histórica tentativa | Media,,,,,H2,Histórico con dirección tentativa,A_historical_tentative,Baja,unknown,not_confirmed,pending_address_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,"La búsqueda exacta de solo lectura en las tablas actuales de Arandú no devolvió coincidencias. | La dirección es una hipótesis espacial, no una identificación nominal.",La dirección es tentativa y tampoco se confirmó funcionamiento actual.,Mantener la dirección como hipótesis. Buscar una fuente pública nominal que vincule nombre y domicilio antes de geocodificar.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:tarariras:casa-de-catita,Colonia,Tarariras,Tarariras,Casa de Catita,,"Ituzaingó 1854, entre Colón y 8 de Octubre, Tarariras",Histórica tentativa | Media-alta,,,,,H2,Histórico con dirección tentativa,A_historical_tentative,Baja,unknown,not_confirmed,pending_address_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,"La búsqueda exacta de solo lectura en las tablas actuales de Arandú no devolvió coincidencias. | La coincidencia de residentes es fuerte, pero falta una fuente nominal.",La dirección es tentativa y tampoco se confirmó funcionamiento actual.,Mantener la dirección como hipótesis. Buscar una fuente pública nominal que vincule nombre y domicilio antes de geocodificar.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:tarariras:mujer-virtuosa,Colonia,Tarariras,Tarariras,Mujer Virtuosa,,"Huertas al Sur s/n, Tarariras",Histórica probable | Alta espacial,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,"La búsqueda exacta de solo lectura en las tablas actuales de Arandú no devolvió coincidencias. | La fuerza del cruce proviene de la posición, no de la cantidad de residentes.","La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:tarariras:belina-cesar,Colonia,Tarariras,Tarariras,Belina César,,"Nueva Helvecia 2114, entre Piedras y Artigas, Tarariras (denominación histórica)",Histórica tentativa | Media-baja,,,,,H2,Histórico con dirección tentativa,A_historical_tentative,Baja,unknown,not_confirmed,pending_address_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,La búsqueda exacta de solo lectura en las tablas actuales de Arandú no devolvió coincidencias. | La denominación vial de la fuente es histórica y debe normalizarse antes de una eventual integración.,La dirección es tentativa y tampoco se confirmó funcionamiento actual.,Mantener la dirección como hipótesis. Buscar una fuente pública nominal que vincule nombre y domicilio antes de geocodificar.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:tarariras:mi-familia,Colonia,Tarariras,Tarariras,Mi Familia,,"Ruta 22 s/n, entre 23 de Setiembre y Los Sauces, Tarariras",Histórica probable | Alta espacial,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,La búsqueda exacta de solo lectura en las tablas actuales de Arandú no devolvió coincidencias. | No confundir con establecimientos homónimos de otros departamentos.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:valdense:hogar-susana,Colonia,Colonia Valdense,Colonia Valdense,Hogar Susana,,"19 de Junio s/n, barrio Bella Unión, Colonia Valdense",Histórica tentativa | Media-alta,,,,,H2,Histórico con dirección tentativa,A_historical_tentative,Baja,unknown,not_confirmed,pending_address_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/19-de-junio-colonia-valdense/,,"No existe coincidencia nominal exacta en las filas actuales consultadas de Arandú para Colonia. | La dirección es una hipótesis territorial, no una identificación definitiva.",La dirección es tentativa y tampoco se confirmó funcionamiento actual.,Mantener la dirección como hipótesis. Buscar una fuente pública nominal que vincule nombre y domicilio antes de geocodificar.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:valdense:anos-dorados,Colonia,Colonia Valdense,Colonia Valdense,Años Dorados,,"Sector central-sur, próximo al Club Atlético Esparta y a la Escuela N.º 26, Colonia Valdense",Ubicación sectorial histórica | Media,,,,,H3,Histórico con ubicación parcial,A_historical_sector,Baja,unknown,not_confirmed,pending_exact_location,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,,,,No existe coincidencia nominal exacta en Colonia; Arandú contiene homónimos en otros departamentos. | No se asignó una dirección de 2020 por descarte.,Solo existe ubicación barrial o sectorial; falta dirección exacta y continuidad.,Mantener solo la precisión barrial o sectorial. Buscar dirección exacta y una fuente pública nominal antes de crear un punto.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:valdense:the-cousins,Colonia,Colonia Valdense,Colonia Valdense,The Cousins,,"Sector suroeste, al oeste de Av. Daniel Armand Ugón y próximo al Hogar Valdense",Ubicación sectorial histórica | Media,,,,,H3,Histórico con ubicación parcial,A_historical_sector,Baja,unknown,not_confirmed,pending_exact_location,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,,,,No existe coincidencia nominal exacta en las filas actuales consultadas de Arandú para Colonia. | El nombre en inglés dificulta las búsquedas y puede haber cambiado.,Solo existe ubicación barrial o sectorial; falta dirección exacta y continuidad.,Mantener solo la precisión barrial o sectorial. Buscar dirección exacta y una fuente pública nominal antes de crear un punto.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:valdense:hilos-de-oro,Colonia,Colonia Valdense,Colonia Valdense,Hilos de Oro,,"Ruta 1 km 121,000, próximo a Camino de los Colonos y José Pedro Varela, Colonia Valdense",Histórica probable | Alta espacial,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/camino-de-los-colonos-la-paz-c-p/,,No existe coincidencia nominal exacta en las filas actuales consultadas de Arandú para Colonia. | La fuerza de la hipótesis es espacial; no existe todavía una fuente nominal.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:valdense:las-quintas,Colonia,Colonia Valdense,Colonia Valdense,Las Quintas,,"Barrio Las Quintas / entorno de Juan Bonjour, sector sur de Colonia Valdense",Ubicación barrial histórica | Media,,,,,H3,Histórico con ubicación parcial,A_historical_neighborhood,Baja,unknown,not_confirmed,pending_exact_location,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.itunovonrotzpropiedades.com/casas,https://www.juntacolonia.gub.uy/colonia-valdense/,,No existe coincidencia nominal exacta en las filas actuales consultadas de Arandú para Colonia. | La coincidencia de nombre con el barrio aumenta el riesgo de falsos positivos.,Solo existe ubicación barrial o sectorial; falta dirección exacta y continuidad.,Mantener solo la precisión barrial o sectorial. Buscar dirección exacta y una fuente pública nominal antes de crear un punto.,arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:juan-lacaze:orietta-chequetti,Colonia,Juan Lacaze,Juan Lacaze,Orietta Chequetti,Orietta Chequetti — filas históricas en competencia,"Villa Pancha, sector oeste de Ruta 54, Juan Lacaze (ubicación cartográfica CIEn; dirección exacta no resuelta)",Ubicación sectorial / identidad no resuelta | Media para sector; baja para dirección,,,,,I1,"Identidad, alias o ubicación por resolver",A_historical_conflict,Baja,unknown_identity_address_conflict,not_confirmed,identity_address_review,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/zelmar-michelini-juan-lacaze/,https://www.juntacolonia.gub.uy/19-de-abril-juan-lacaze/,Sin coincidencia exacta; identidad o continuidad requiere revisión | Las dos hipótesis históricas deben conservarse separadas hasta obtener una fuente nominal.,"La identidad, el alias, el traslado o la ubicación no están resueltos.","No crear, fusionar ni publicar. Reconstruir identidad, alias, traslado o continuidad mediante cronología y fuentes públicas nominales.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:juan-lacaze:la-casa,Colonia,Juan Lacaze,Juan Lacaze,La Casa,,"Av. Artigas 596, entre Gernika y Salto, Juan Lacaze",Histórica probable | Media-alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/general-artigas-juan-lacaze/,,No existe coincidencia nominal exacta. Casa Grande ya está representada en Dionisio Acosta 299 y debe mantenerse separada de La Casa. | La Casa y Casa Grande son dos establecimientos distintos en el mapa del CIEn.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:juan-lacaze:llave-de-luz,Colonia,Juan Lacaze,Juan Lacaze,Llave de Luz,,"Guyunusa 138, entre Tabobá y Tabaré, Juan Lacaze",Histórica probable | Alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,https://www.juntacolonia.gub.uy/guyunusa-juan-lacaze/,,No existe coincidencia nominal exacta en las tablas actuales consultadas de Arandú. | Es la correspondencia histórica más fuerte del lote junto con 2 Soles.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
colonia:juan-lacaze:2-soles,Colonia,Juan Lacaze,Juan Lacaze,2 Soles,,"Abayubá 222, entre Yamandú y Tacuabé, Juan Lacaze",Histórica probable | Alta,,,,,H1,Histórico con dirección probable/documentada,A_historical,Baja,unknown,not_confirmed,pending_identity_confirmation,https://cien.ei.udelar.edu.uy/wp-content/uploads/2025/11/Mapeo-Elepem-Colonia-2022.pdf,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2020-06/elepem_Colonia.pdf,,,No existe coincidencia nominal exacta en las tablas actuales consultadas de Arandú. | La coincidencia de residentes y sector territorial es fuerte.,"La dirección histórica es razonable, pero no se confirmó funcionamiento actual.","Buscar por la dirección histórica en mapas, directorios, prensa y redes públicas; confirmar nombre actual y continuidad; geocodificar solo con respaldo suficiente.",arandu_colonia_candidatos_consolidados_63.json,candidate_discovery_colonia,False,False,False,False
