imageId,codigo,sourceRecordId,residencial,position,role,status,localPath,sha256,bytes,format,width,height,error
IMG-0101,REC-827,827,Casa Andreoni,7,Complementaria,OK,imagenes/827__casa-andreoni/IMG-0101__07__complementaria.jpg,1069a6e1d9ac1c11254b7256fae9be305fe3e3391a9e97f3c698388a12f5bbc9,77365,JPEG,800,533,
IMG-0102,REC-57,57,La Estancia Hotel Residencial,1,Principal,OK,imagenes/57__la-estancia-hotel-residencial/IMG-0102__01__principal.jpg,75923e146c86166556428115427f511d1e9c4fce75430529af78ba92ece2917a,1943462,JPEG,936,960,
IMG-0103,REC-64,64,Luz del Sol,1,Principal,OK,imagenes/64__luz-del-sol/IMG-0103__01__principal.jpg,c86f98084463efded1c4faec08af655880fe691ca3e7c7cd230053f731ebd395,127658,JPEG,1152,768,
IMG-0104,REC-64,64,Luz del Sol,2,Complementaria,OK,imagenes/64__luz-del-sol/IMG-0104__02__complementaria.jpg,275450cb49ac84f5efa383f2e05600eb64efbc188a8741d7d3e35c89a2e7f147,120557,JPEG,1152,768,
IMG-0105,REC-64,64,Luz del Sol,3,Complementaria,OK,imagenes/64__luz-del-sol/IMG-0105__03__complementaria.jpg,bc4b7b8cbfdc784ea8fde89a3eb762e8fb3ba3cc317cf80b02838fad628045a3,100041,JPEG,1152,768,
IMG-0106,REC-64,64,Luz del Sol,5,Complementaria,OK,imagenes/64__luz-del-sol/IMG-0106__05__complementaria.jpg,15946afa4271c0010621d511ebedae5ba459bc585ff9463e6ba5440f452c43b1,74841,JPEG,1152,768,
IMG-0107,REC-64,64,Luz del Sol,6,Complementaria,OK,imagenes/64__luz-del-sol/IMG-0107__06__complementaria.jpg,4e5be14f35fcf6bebd73425c8cd7ab3a5807d00c4d4ddfb6e01b31e1c135e5c2,220804,JPEG,1152,768,
IMG-0108,REC-210,210,Residencial Adonis,1,Principal,OK,imagenes/210__residencial-adonis/IMG-0108__01__principal.jpg,ff2aca0a2105bef9b85c6cf85fc00cbf8a3550b00f3669ab384949c0ae6d6027,604387,JPEG,2000,1125,
IMG-0109,REC-210,210,Residencial Adonis,2,Complementaria,OK,imagenes/210__residencial-adonis/IMG-0109__02__complementaria.jpg,64e9614befcbf3df313794b0d544ca7cc0afd335569bd9f805a80f17ed437a2f,243466,JPEG,1125,2000,
IMG-0110,REC-210,210,Residencial Adonis,3,Complementaria,OK,imagenes/210__residencial-adonis/IMG-0110__03__complementaria.jpg,593e1cc7c41a46381886fcf177191e88745ce1c5ccfa29bbec08b16ad0bd6187,273167,JPEG,1125,2000,
IMG-0111,REC-210,210,Residencial Adonis,4,Complementaria,OK,imagenes/210__residencial-adonis/IMG-0111__04__complementaria.jpg,69a6f1e2a84d3c2462b61e9e667b24e1d05f8685383e1cbe60711cf40b2d4c31,229065,JPEG,1125,2000,
IMG-0112,REC-210,210,Residencial Adonis,5,Complementaria,OK,imagenes/210__residencial-adonis/IMG-0112__05__complementaria.jpg,4d585d333197f356cdfab974bc8fb10464b10692d7f4671e3c14645c69cd3177,64324,JPEG,576,1024,
IMG-0113,REC-210,210,Residencial Adonis,6,Complementaria,OK,imagenes/210__residencial-adonis/IMG-0113__06__complementaria.jpg,d0c9d31522c886b3d13fa4239ea0856bed19dc132597177cdb3a19eb739028ac,294051,JPEG,1125,2000,
IMG-0114,REC-765,765,Residencial Sol,1,Principal,OK,imagenes/765__residencial-sol/IMG-0114__01__principal.jpg,3eaecf5d5282c5e87bc5377bd097466dca939d8a3416033c83e6b520709f0647,416606,JPEG,1200,750,
IMG-0115,REC-765,765,Residencial Sol,2,Complementaria,OK,imagenes/765__residencial-sol/IMG-0115__02__complementaria.jpg,500452293d9352bc1d88230b7f8db3a4310f87aafdb998ae1513b113664e3fe5,370555,JPEG,1200,750,
IMG-0116,REC-765,765,Residencial Sol,3,Complementaria,OK,imagenes/765__residencial-sol/IMG-0116__03__complementaria.jpg,67c0b8d9280456b121c960714c8d80231aad353f0867154ebf15b8b7d4e43f07,256133,JPEG,1200,750,
IMG-0117,REC-765,765,Residencial Sol,4,Complementaria,OK,imagenes/765__residencial-sol/IMG-0117__04__complementaria.jpg,5b088e9046ccd24e70849a2f83d02de91b6e8397f126a3f5208c0c0423f44bf4,329676,JPEG,1200,750,
IMG-0118,REC-523,523,Residencial Talabi,1,Principal,OK,imagenes/523__residencial-talabi/IMG-0118__01__principal.jpg,a4379406401a752a5e8fa93cd679cf26c5e06c06db820b2fa8c08e97acee1c38,266696,JPEG,1092,1600,
IMG-0119,REC-523,523,Residencial Talabi,2,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0119__02__complementaria.jpg,8618935aa8fb5b026649f21b21d170beed965024274a000f4f4b2382616ba19c,252171,JPEG,900,1600,
IMG-0120,REC-523,523,Residencial Talabi,3,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0120__03__complementaria.jpg,bd50fa72a4f76496abfbb7dd08d068883f9bd70b212453283e5cf308f2283849,285754,JPEG,1068,1335,
IMG-0121,REC-523,523,Residencial Talabi,4,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0121__04__complementaria.jpg,14bf5e838c41016a2738b81aa025c0091fad18196517892fa645f76c7051bca6,274132,JPEG,900,1600,
IMG-0122,REC-523,523,Residencial Talabi,5,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0122__05__complementaria.jpg,1db80ed15279e12ae181a36cbf114e03df9baa83158974782d1f9c2c114cd6d7,378738,JPEG,1170,1462,
IMG-0123,REC-523,523,Residencial Talabi,6,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0123__06__complementaria.jpg,b5b5f3a2687ac2c48e7386447e3d7b3c6ad5ba695fb514db26fb78157eace555,165391,JPEG,900,1600,
IMG-0124,REC-523,523,Residencial Talabi,7,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0124__07__complementaria.jpg,ae77ffd40476ef9ae116595ff2738e0aa78219e091bbd8dc2558ce2fdfde715b,298362,JPEG,1170,1462,
IMG-0125,REC-523,523,Residencial Talabi,8,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0125__08__complementaria.jpg,87526402d7bf7f95a4f34bc47a16ef2381180cb8c57b8d155cbaa54a8d90870f,346943,JPEG,1170,1462,
IMG-0126,REC-523,523,Residencial Talabi,9,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0126__09__complementaria.jpg,4dc5df7d871fe8effad8fc7e60fa220d161dce439fef3b9308f650f318d1aadd,339643,JPEG,900,1600,
IMG-0127,REC-523,523,Residencial Talabi,10,Complementaria,OK,imagenes/523__residencial-talabi/IMG-0127__10__complementaria.jpg,ee7cbc4636647389684cd7c5ca9d5f4244372a15e59549a7be8cbe9fad306086,327703,JPEG,900,1600,
IMG-0128,REC-17,17,Santa Lucía Residencial del Adulto Mayor,1,Principal,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0128__01__principal.jpg,24102f14dd0138498fac7876f4e91e5d9902c74cf31c83b0e98ef8201c49f6a7,207162,JPEG,1600,737,
IMG-0129,REC-17,17,Santa Lucía Residencial del Adulto Mayor,2,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0129__02__complementaria.jpg,c6ff9fd1967c7c27393920511872910c8f4cb67ec0a7e25b43b61f7356106bd5,404384,JPEG,1600,737,
IMG-0130,REC-17,17,Santa Lucía Residencial del Adulto Mayor,3,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0130__03__complementaria.jpg,40b0e272b3bf54bb2813b3f0ccdd4f2edb5291ddbfbfac64617398f5072a9c8a,213874,JPEG,1600,737,
IMG-0131,REC-17,17,Santa Lucía Residencial del Adulto Mayor,4,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0131__04__complementaria.jpg,a15968e9091abf9ab9503f4c81f45f8a1bea6b8720fc326a6a2a374171dc4a2d,541914,JPEG,1600,737,
IMG-0132,REC-17,17,Santa Lucía Residencial del Adulto Mayor,5,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0132__05__complementaria.jpg,68bc24721dd8cfbbeaacaa918bc359239a5e0470add0601e1bf5a9b678094970,444790,JPEG,1600,737,
IMG-0133,REC-17,17,Santa Lucía Residencial del Adulto Mayor,6,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0133__06__complementaria.jpg,e71ca2503e94a6004ef5913559ea4551d9faf8e67e42529b59893044d3c54ac7,324715,JPEG,1600,737,
IMG-0134,REC-17,17,Santa Lucía Residencial del Adulto Mayor,7,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0134__07__complementaria.jpg,9d1ffe80d8b514e87e4a49cf721807811a837aff966a99261300a828d0c9fc6c,200575,JPEG,1600,1200,
IMG-0135,REC-17,17,Santa Lucía Residencial del Adulto Mayor,8,Complementaria,OK,imagenes/17__santa-lucia-residencial-del-adulto-mayor/IMG-0135__08__complementaria.jpg,161974b081e4a7ee70af191d61ee808d8833f84c2e07593b9d05227f01ac31dc,564440,JPEG,1600,737,
IMG-0136,REC-97,97,Senescentis II,1,Principal,OK,imagenes/97__senescentis-ii/IMG-0136__01__principal.jpg,7cf4268ba7240cbef1c1f71cc2ade10012e4051ec565da385587b9959b1e0ab9,1768908,JPEG,3000,4000,
IMG-0137,REC-97,97,Senescentis II,2,Complementaria,OK,imagenes/97__senescentis-ii/IMG-0137__02__complementaria.jpg,2cca2fe6d485a82fbe3be8450a0e5116821c6c812e6382a6f33186c411797640,376086,JPEG,4160,3120,
IMG-0138,REC-97,97,Senescentis II,3,Complementaria,OK,imagenes/97__senescentis-ii/IMG-0138__03__complementaria.jpg,eb29de4f99980139d174d45a4b28c52be8f09ca04cd3cebeffe9837f6873fa47,553358,JPEG,3120,4160,
IMG-0139,REC-97,97,Senescentis II,4,Complementaria,OK,imagenes/97__senescentis-ii/IMG-0139__04__complementaria.jpg,75ab35cab26b6c4171749baaaa2da3cc511a2cdc42c8cb8069965e351fdb196f,364196,JPEG,3120,4160,
IMG-0140,REC-97,97,Senescentis II,5,Complementaria,OK,imagenes/97__senescentis-ii/IMG-0140__05__complementaria.jpg,677450a64bfb382e96f5ae25087096d8f1e49ddc8824efef01c75555a879fec8,6234261,JPEG,4000,3000,
IMG-0141,REC-807,807,Seniority Magna,1,Principal,OK,imagenes/807__seniority-magna/IMG-0141__01__principal.jpg,299a94119a59649fb13528d3dd184185510ef2afc2387e83e92f0827fd4a9ee4,158174,JPEG,1200,801,
IMG-0142,REC-807,807,Seniority Magna,2,Complementaria,OK,imagenes/807__seniority-magna/IMG-0142__02__complementaria.jpg,1367f68ea8a99d8631d3c4fd4f672cf3cb4892e74bd241c713c8f35ce43221cb,889624,JPEG,2560,1707,
IMG-0143,REC-807,807,Seniority Magna,3,Complementaria,OK,imagenes/807__seniority-magna/IMG-0143__03__complementaria.jpg,6eb4e590f2d353ff0126e501630f75fbacfbf30cc724c77dca7717d0971704f4,800546,JPEG,2560,1707,
